id,co2
44054,205
44055,205
44056,210
44057,143
44058,168
44059,169
44060,212
44061,195
44062,216
44063,156
44064,222
44065,149
44066,235
44067,195
44068,200
44069,205
44070,211
44071,213
44072,200
44073,114
44074,213
44075,202
44076,130
44077,108
44078,199
44079,205
44080,200
44081,198
44082,233
44083,210
44084,197
44085,212
44086,193
44087,211
44088,224
44089,210
44090,205
44091,205
44092,201
44093,193
44094,223
44095,216
44096,200
44097,-37
44098,191
44099,184
44100,198
44101,235
44102,168
44103,211
44104,247
44105,223
44106,194
44107,212
44108,200
44109,208
44110,128
44111,205
44112,224
44113,221
44114,201
44115,222
44116,158
44117,210
44118,201
44119,213
44120,218
44121,184
44122,221
44123,200
44124,240
44125,223
44126,233
44127,216
44128,148
44129,231
44130,197
44131,213
44132,210
44133,198
44134,213
44135,113
44136,190
44137,195
44138,154
44139,205
44140,212
44141,212
44142,202
44143,205
44144,205
44145,205
44146,205
44147,231
44148,200
44149,218
44150,235
44151,198
44152,185
44153,223
44154,205
44155,194
44156,213
44157,198
44158,103
44159,212
44160,281
44161,233
44162,223
44163,202
44164,197
44165,190
44166,215
44167,131
44168,200
44169,240
44170,212
44171,191
44172,202
44173,142
44174,206
44175,220
44176,222
44177,213
44178,204
44179,155
44180,212
44181,222
44182,210
44183,234
44184,200
44185,217
44186,205
44187,216
44188,215
44189,205
44190,225
44191,190
44192,211
44193,183
44194,235
44195,199
44196,195
44197,195
44198,223
44199,236
44200,228
44201,210
44202,3
44203,212
44204,210
44205,213
44206,223
44207,198
44208,216
44209,126
44210,226
44211,205
44212,212
44213,221
44214,200
44215,161
44216,193
44217,235
44218,208
44219,127
44220,205
44221,199
44222,195
44223,231
44224,235
44225,205
44226,199
44227,148
44228,195
44229,197
44230,138
44231,212
44232,164
44233,230
44234,215
44235,205
44236,235
44237,241
44238,210
44239,107
44240,149
44241,210
44242,125
44243,208
44244,241
44245,212
44246,119
44247,198
44248,234
44249,186
44250,233
44251,200
44252,195
44253,198
44254,228
44255,244
44256,120
44257,212
44258,218
44259,193
44260,213
44261,233
44262,134
44263,205
44264,216
44265,221
44266,213
44267,242
44268,233
44269,213
44270,200
44271,205
44272,128
44273,167
44274,223
44275,212
44276,233
44277,111
44278,212
44279,202
44280,213
44281,201
44282,111
44283,227
44284,218
44285,218
44286,224
44287,199
44288,218
44289,205
44290,202
44291,287
44292,233
44293,193
44294,212
44295,190
44296,202
44297,169
44298,221
44299,192
44300,233
44301,218
44302,218
44303,215
44304,143
44305,225
44306,221
44307,190
44308,117
44309,202
44310,197
44311,200
44312,218
44313,200
44314,129
44315,233
44316,200
44317,132
44318,195
44319,257
44320,236
44321,215
44322,191
44323,215
44324,167
44325,184
44326,233
44327,112
44328,200
44329,210
44330,205
44331,211
44332,286
44333,191
44334,285
44335,221
44336,197
44337,201
44338,205
44339,137
44340,202
44341,200
44342,224
44343,193
44344,215
44345,195
44346,212
44347,210
44348,227
44349,205
44350,208
44351,224
44352,197
44353,200
44354,108
44355,218
44356,233
44357,193
44358,211
44359,190
44360,221
44361,156
44362,163
44363,200
44364,197
44365,193
44366,221
44367,221
44368,122
44369,235
44370,205
44371,218
44372,178
44373,161
44374,212
44375,156
44376,212
44377,214
44378,205
44379,221
44380,195
44381,195
44382,216
44383,144
44384,228
44385,213
44386,210
44387,215
44388,150
44389,190
44390,212
44391,213
44392,190
44393,205
44394,236
44395,205
44396,214
44397,225
44398,189
44399,133
44400,131
44401,208
44402,205
44403,202
44404,200
44405,208
44406,153
44407,233
44408,160
44409,229
44410,189
44411,199
44412,221
44413,205
44414,200
44415,122
44416,222
44417,205
44418,168
44419,199
44420,148
44421,138
44422,131
44423,124
44424,159
44425,205
44426,154
44427,285
44428,200
44429,225
44430,212
44431,231
44432,214
44433,195
44434,184
44435,224
44436,281
44437,171
44438,200
44439,147
44440,227
44441,195
44442,213
44443,142
44444,217
44445,210
44446,233
44447,102
44448,228
44449,211
44450,190
44451,212
44452,198
44453,220
44454,222
44455,231
44456,198
44457,193
44458,212
44459,205
44460,200
44461,212
44462,198
44463,285
44464,145
44465,222
44466,222
44467,184
44468,212
44469,199
44470,221
44471,212
44472,125
44473,183
44474,205
44475,233
44476,212
44477,198
44478,210
44479,192
44480,215
44481,205
44482,151
44483,200
44484,224
44485,189
44486,108
44487,189
44488,184
44489,221
44490,202
44491,205
44492,242
44493,104
44494,200
44495,193
44496,212
44497,221
44498,204
44499,212
44500,205
44501,199
44502,205
44503,272
44504,222
44505,308
44506,210
44507,195
44508,230
44509,200
44510,98
44511,158
44512,195
44513,212
44514,233
44515,226
44516,205
44517,200
44518,212
44519,213
44520,118
44521,213
44522,212
44523,101
44524,224
44525,228
44526,216
44527,209
44528,221
44529,216
44530,200
44531,210
44532,200
44533,215
44534,102
44535,211
44536,200
44537,119
44538,184
44539,202
44540,197
44541,197
44542,229
44543,205
44544,214
44545,228
44546,286
44547,224
44548,116
44549,212
44550,221
44551,193
44552,274
44553,212
44554,136
44555,228
44556,195
44557,195
44558,191
44559,197
44560,200
44561,223
44562,200
44563,205
44564,212
44565,277
44566,218
44567,209
44568,135
44569,195
44570,195
44571,234
44572,235
44573,213
44574,205
44575,241
44576,193
44577,202
44578,231
44579,241
44580,125
44581,141
44582,205
44583,215
44584,213
44585,218
44586,216
44587,281
44588,200
44589,214
44590,148
44591,216
44592,160
44593,112
44594,211
44595,223
44596,195
44597,205
44598,281
44599,113
44600,241
44601,224
44602,133
44603,203
44604,161
44605,124
44606,242
44607,193
44608,147
44609,200
44610,213
44611,195
44612,231
44613,235
44614,195
44615,159
44616,139
44617,201
44618,200
44619,244
44620,221
44621,200
44622,212
44623,173
44624,195
44625,200
44626,226
44627,212
44628,200
44629,215
44630,200
44631,281
44632,226
44633,199
44634,216
44635,321
44636,215
44637,273
44638,109
44639,214
44640,197
44641,117
44642,136
44643,129
44644,193
44645,225
44646,234
44647,197
44648,197
44649,195
44650,331
44651,281
44652,233
44653,225
44654,205
44655,197
44656,200
44657,213
44658,216
44659,212
44660,212
44661,193
44662,199
44663,224
44664,190
44665,101
44666,202
44667,195
44668,111
44669,94
44670,213
44671,105
44672,210
44673,354
44674,201
44675,145
44676,233
44677,199
44678,224
44679,212
44680,221
44681,195
44682,205
44683,222
44684,108
44685,190
44686,193
44687,197
44688,195
44689,146
44690,222
44691,200
44692,107
44693,205
44694,218
44695,125
44696,210
44697,205
44698,199
44699,198
44700,195
44701,281
44702,212
44703,120
44704,212
44705,236
44706,197
44707,139
44708,216
44709,223
44710,247
44711,132
44712,200
44713,192
44714,223
44715,198
44716,216
44717,230
44718,221
44719,227
44720,200
44721,222
44722,249
44723,195
44724,233
44725,195
44726,107
44727,205
44728,198
44729,198
44730,236
44731,320
44732,205
44733,210
44734,240
44735,197
44736,205
44737,159
44738,200
44739,222
44740,226
44741,176
44742,235
44743,139
44744,233
44745,215
44746,205
44747,235
44748,197
44749,205
44750,225
44751,195
44752,221
44753,140
44754,216
44755,210
44756,215
44757,195
44758,231
44759,205
44760,104
44761,272
44762,228
44763,193
44764,140
44765,221
44766,221
44767,212
44768,225
44769,205
44770,165
44771,242
44772,212
44773,128
44774,191
44775,202
44776,209
44777,195
44778,205
44779,271
44780,197
44781,149
44782,205
44783,303
44784,166
44785,193
44786,213
44787,193
44788,241
44789,215
44790,193
44791,220
44792,200
44793,166
44794,241
44795,191
44796,233
44797,191
44798,200
44799,200
44800,210
44801,210
44802,244
44803,215
44804,193
44805,211
44806,235
44807,211
44808,205
44809,224
44810,213
44811,197
44812,195
44813,221
44814,198
44815,193
44816,211
44817,242
44818,184
44819,140
44820,200
44821,216
44822,213
44823,195
44824,198
44825,205
44826,112
44827,218
44828,247
44829,233
44830,223
44831,215
44832,199
44833,217
44834,212
44835,200
44836,218
44837,200
44838,193
44839,210
44840,212
44841,231
44842,205
44843,205
44844,233
44845,128
44846,218
44847,200
44848,198
44849,212
44850,202
44851,226
44852,216
44853,215
44854,286
44855,202
44856,216
44857,127
44858,202
44859,212
44860,235
44861,215
44862,195
44863,195
44864,221
44865,223
44866,221
44867,215
44868,144
44869,212
44870,285
44871,205
44872,195
44873,193
44874,215
44875,216
44876,218
44877,247
44878,197
44879,212
44880,131
44881,233
44882,204
44883,234
44884,213
44885,220
44886,195
44887,200
44888,103
44889,94
44890,281
44891,222
44892,184
44893,281
44894,200
44895,193
44896,200
44897,205
44898,216
44899,195
44900,222
44901,195
44902,210
44903,193
44904,205
44905,205
44906,212
44907,281
44908,190
44909,227
44910,212
44911,111
44912,197
44913,225
44914,107
44915,231
44916,210
44917,160
44918,288
44919,193
44920,211
44921,286
44922,193
44923,205
44924,190
44925,205
44926,104
44927,91
44928,177
44929,202
44930,184
44931,211
44932,195
44933,208
44934,222
44935,210
44936,205
44937,218
44938,212
44939,205
44940,290
44941,135
44942,212
44943,217
44944,205
44945,222
44946,212
44947,190
44948,233
44949,212
44950,208
44951,212
44952,221
44953,195
44954,193
44955,215
44956,244
44957,209
44958,199
44959,208
44960,215
44961,117
44962,200
44963,194
44964,209
44965,134
44966,205
44967,213
44968,217
44969,213
44970,159
44971,211
44972,220
44973,224
44974,143
44975,122
44976,197
44977,231
44978,212
44979,221
44980,205
44981,200
44982,200
44983,200
44984,205
44985,195
44986,195
44987,130
44988,200
44989,124
44990,199
44991,213
44992,197
44993,184
44994,200
44995,274
44996,215
44997,200
44998,205
44999,160
45000,202
45001,221
45002,215
45003,213
45004,197
45005,211
45006,202
45007,210
45008,141
45009,115
45010,210
45011,108
45012,216
45013,221
45014,213
45015,212
45016,235
45017,216
45018,225
45019,223
45020,241
45021,236
45022,211
45023,195
45024,231
45025,97
45026,197
45027,226
45028,205
45029,203
45030,208
45031,216
45032,234
45033,200
45034,161
45035,215
45036,184
45037,216
45038,212
45039,215
45040,200
45041,213
45042,210
45043,186
45044,194
45045,218
45046,199
45047,193
45048,133
45049,208
45050,218
45051,130
45052,213
45053,193
45054,157
45055,235
45056,216
45057,234
45058,200
45059,120
45060,208
45061,200
45062,197
45063,223
45064,202
45065,218
45066,211
45067,185
45068,101
45069,286
45070,214
45071,210
45072,199
45073,206
45074,210
45075,217
45076,217
45077,228
45078,184
45079,197
45080,225
45081,135
45082,195
45083,195
45084,216
45085,195
45086,191
45087,228
45088,218
45089,193
45090,195
45091,200
45092,213
45093,230
45094,208
45095,222
45096,151
45097,204
45098,221
45099,194
45100,205
45101,225
45102,215
45103,216
45104,212
45105,233
45106,221
45107,217
45108,233
45109,184
45110,195
45111,222
45112,188
45113,221
45114,221
45115,193
45116,190
45117,285
45118,221
45119,285
45120,210
45121,190
45122,195
45123,210
45124,149
45125,235
45126,215
45127,212
45128,218
45129,204
45130,215
45131,226
45132,242
45133,195
45134,211
45135,212
45136,128
45137,224
45138,212
45139,223
45140,231
45141,202
45142,193
45143,206
45144,197
45145,195
45146,197
45147,235
45148,221
45149,197
45150,263
45151,200
45152,210
45153,200
45154,208
45155,235
45156,139
45157,142
45158,192
45159,195
45160,248
45161,221
45162,223
45163,190
45164,224
45165,191
45166,233
45167,208
45168,200
45169,117
45170,223
45171,233
45172,190
45173,221
45174,242
45175,197
45176,266
45177,235
45178,195
45179,195
45180,116
45181,193
45182,261
45183,163
45184,218
45185,104
45186,213
45187,197
45188,216
45189,274
45190,135
45191,213
45192,205
45193,225
45194,244
45195,285
45196,208
45197,205
45198,208
45199,137
45200,212
45201,222
45202,221
45203,202
45204,190
45205,200
45206,205
45207,223
45208,118
45209,324
45210,223
45211,194
45212,207
45213,209
45214,149
45215,236
45216,236
45217,160
45218,190
45219,223
45220,213
45221,128
45222,213
45223,233
45224,218
45225,106
45226,157
45227,208
45228,200
45229,200
45230,234
45231,195
45232,223
45233,199
45234,218
45235,226
45236,171
45237,221
45238,233
45239,200
45240,212
45241,222
45242,146
45243,195
45244,134
45245,195
45246,210
45247,125
45248,158
45249,231
45250,218
45251,242
45252,198
45253,213
45254,212
45255,198
45256,205
45257,209
45258,200
45259,197
45260,200
45261,200
45262,222
45263,193
45264,210
45265,139
45266,199
45267,235
45268,216
45269,205
45270,217
45271,134
45272,239
45273,233
45274,212
45275,212
45276,109
45277,212
45278,286
45279,135
45280,200
45281,193
45282,236
45283,213
45284,202
45285,200
45286,218
45287,213
45288,222
45289,231
45290,135
45291,221
45292,205
45293,197
45294,205
45295,193
45296,216
45297,141
45298,212
45299,205
45300,202
45301,97
45302,212
45303,197
45304,200
45305,193
45306,200
45307,195
45308,227
45309,159
45310,234
45311,112
45312,202
45313,252
45314,199
45315,213
45316,215
45317,235
45318,215
45319,202
45320,221
45321,213
45322,221
45323,205
45324,198
45325,190
45326,135
45327,190
45328,226
45329,308
45330,184
45331,200
45332,195
45333,205
45334,195
45335,210
45336,198
45337,200
45338,197
45339,242
45340,212
45341,287
45342,195
45343,210
45344,211
45345,114
45346,190
45347,218
45348,204
45349,195
45350,233
45351,218
45352,226
45353,233
45354,198
45355,198
45356,200
45357,193
45358,132
45359,215
45360,215
45361,212
45362,205
45363,153
45364,195
45365,120
45366,205
45367,240
45368,270
45369,213
45370,193
45371,184
45372,305
45373,200
45374,285
45375,189
45376,197
45377,182
45378,212
45379,205
45380,207
45381,129
45382,213
45383,221
45384,155
45385,222
45386,223
45387,205
45388,195
45389,103
45390,200
45391,233
45392,242
45393,193
45394,208
45395,149
45396,193
45397,212
45398,203
45399,221
45400,212
45401,142
45402,200
45403,200
45404,210
45405,195
45406,165
45407,142
45408,115
45409,193
45410,195
45411,236
45412,212
45413,212
45414,212
45415,202
45416,221
45417,190
45418,195
45419,392
45420,195
45421,200
45422,200
45423,242
45424,200
45425,201
45426,233
45427,212
45428,199
45429,195
45430,212
45431,205
45432,242
45433,123
45434,189
45435,197
45436,205
45437,212
45438,195
45439,205
45440,195
45441,192
45442,195
45443,234
45444,211
45445,169
45446,202
45447,234
45448,141
45449,233
45450,220
45451,205
45452,199
45453,193
45454,197
45455,223
45456,201
45457,135
45458,205
45459,198
45460,213
45461,210
45462,212
45463,200
45464,226
45465,200
45466,152
45467,235
45468,200
45469,202
45470,200
45471,136
45472,204
45473,205
45474,228
45475,198
45476,213
45477,281
45478,167
45479,195
45480,155
45481,233
45482,212
45483,195
45484,215
45485,236
45486,208
45487,213
45488,197
45489,190
45490,178
45491,206
45492,225
45493,224
45494,228
45495,213
45496,198
45497,233
45498,247
45499,221
45500,215
45501,195
45502,218
45503,210
45504,205
45505,211
45506,190
45507,202
45508,120
45509,205
45510,191
45511,197
45512,216
45513,202
45514,200
45515,205
45516,199
45517,190
45518,112
45519,212
45520,130
45521,240
45522,231
45523,195
45524,200
45525,189
45526,193
45527,197
45528,227
45529,197
45530,200
45531,200
45532,231
45533,221
45534,221
45535,115
45536,235
45537,205
45538,210
45539,285
45540,236
45541,209
45542,210
45543,202
45544,123
45545,202
45546,231
45547,224
45548,223
45549,216
45550,190
45551,216
45552,195
45553,198
45554,234
45555,205
45556,103
45557,223
45558,202
45559,212
45560,220
45561,190
45562,205
45563,215
45564,223
45565,218
45566,195
45567,197
45568,213
45569,227
45570,236
45571,213
45572,116
45573,205
45574,215
45575,193
45576,235
45577,212
45578,209
45579,218
45580,195
45581,213
45582,190
45583,124
45584,189
45585,184
45586,231
45587,233
45588,151
45589,214
45590,124
45591,208
45592,242
45593,247
45594,213
45595,205
45596,214
45597,200
45598,195
45599,200
45600,213
45601,225
45602,205
45603,167
45604,208
45605,221
45606,108
45607,221
45608,235
45609,205
45610,200
45611,212
45612,157
45613,216
45614,215
45615,184
45616,210
45617,205
45618,215
45619,202
45620,147
45621,200
45622,213
45623,200
45624,213
45625,210
45626,227
45627,213
45628,205
45629,233
45630,215
45631,213
45632,106
45633,195
45634,195
45635,222
45636,212
45637,213
45638,213
45639,200
45640,200
45641,125
45642,204
45643,221
45644,107
45645,167
45646,193
45647,208
45648,208
45649,205
45650,138
45651,200
45652,217
45653,212
45654,205
45655,189
45656,200
45657,230
45658,204
45659,211
45660,206
45661,286
45662,212
45663,233
45664,133
45665,205
45666,234
45667,147
45668,193
45669,234
45670,205
45671,205
45672,228
45673,193
45674,205
45675,212
45676,205
45677,212
45678,197
45679,215
45680,218
45681,216
45682,220
45683,202
45684,133
45685,205
45686,200
45687,221
45688,125
45689,114
45690,197
45691,227
45692,212
45693,220
45694,204
45695,193
45696,212
45697,213
45698,211
45699,212
45700,194
45701,135
45702,116
45703,205
45704,215
45705,202
45706,200
45707,245
45708,200
45709,197
45710,184
45711,216
45712,200
45713,199
45714,212
45715,195
45716,228
45717,213
45718,195
45719,210
45720,195
45721,184
45722,184
45723,205
45724,223
45725,190
45726,202
45727,217
45728,221
45729,213
45730,212
45731,192
45732,204
45733,215
45734,195
45735,200
45736,184
45737,212
45738,215
45739,193
45740,225
45741,202
45742,225
45743,211
45744,118
45745,197
45746,214
45747,212
45748,218
45749,155
45750,195
45751,144
45752,138
45753,200
45754,224
45755,169
45756,215
45757,205
45758,200
45759,147
45760,210
45761,117
45762,286
45763,205
45764,197
45765,205
45766,202
45767,221
45768,212
45769,226
45770,138
45771,285
45772,198
45773,285
45774,242
45775,168
45776,195
45777,195
45778,213
45779,217
45780,223
45781,216
45782,190
45783,274
45784,193
45785,392
45786,205
45787,129
45788,193
45789,286
45790,195
45791,193
45792,212
45793,199
45794,205
45795,108
45796,193
45797,163
45798,138
45799,193
45800,193
45801,190
45802,197
45803,216
45804,212
45805,205
45806,199
45807,173
45808,239
45809,212
45810,210
45811,212
45812,91
45813,274
45814,205
45815,228
45816,224
45817,114
45818,190
45819,212
45820,120
45821,215
45822,235
45823,200
45824,217
45825,212
45826,164
45827,182
45828,225
45829,205
45830,153
45831,193
45832,286
45833,186
45834,193
45835,106
45836,217
45837,231
45838,168
45839,208
45840,200
45841,223
45842,112
45843,117
45844,154
45845,116
45846,94
45847,233
45848,231
45849,218
45850,211
45851,193
45852,198
45853,215
45854,193
45855,212
45856,132
45857,215
45858,193
45859,210
45860,190
45861,217
45862,200
45863,177
45864,216
45865,112
45866,216
45867,158
45868,190
45869,204
45870,224
45871,221
45872,231
45873,213
45874,212
45875,225
45876,221
45877,220
45878,223
45879,195
45880,191
45881,240
45882,107
45883,155
45884,157
45885,214
45886,197
45887,219
45888,205
45889,200
45890,235
45891,212
45892,210
45893,203
45894,223
45895,223
45896,138
45897,223
45898,124
45899,213
45900,228
45901,210
45902,222
45903,212
45904,205
45905,218
45906,199
45907,241
45908,216
45909,202
45910,128
45911,123
45912,224
45913,154
45914,213
45915,205
45916,212
45917,205
45918,149
45919,200
45920,92
45921,121
45922,213
45923,177
45924,193
45925,195
45926,241
45927,285
45928,212
45929,218
45930,198
45931,235
45932,200
45933,200
45934,200
45935,193
45936,239
45937,216
45938,200
45939,222
45940,210
45941,197
45942,244
45943,205
45944,184
45945,198
45946,213
45947,218
45948,233
45949,120
45950,218
45951,151
45952,212
45953,176
45954,231
45955,193
45956,205
45957,205
45958,200
45959,224
45960,212
45961,205
45962,231
45963,174
45964,162
45965,281
45966,145
45967,205
45968,211
45969,205
45970,208
45971,215
45972,174
45973,274
45974,215
45975,205
45976,212
45977,200
45978,213
45979,213
45980,208
45981,210
45982,195
45983,150
45984,287
45985,218
45986,195
45987,234
45988,195
45989,108
45990,200
45991,200
45992,157
45993,148
45994,210
45995,113
45996,195
45997,195
45998,223
45999,192
46000,212
46001,105
46002,218
46003,199
46004,215
46005,158
46006,197
46007,212
46008,223
46009,212
46010,98
46011,195
46012,210
46013,193
46014,215
46015,218
46016,212
46017,198
46018,214
46019,181
46020,212
46021,198
46022,225
46023,177
46024,207
46025,143
46026,225
46027,191
46028,152
46029,248
46030,205
46031,184
46032,213
46033,212
46034,165
46035,205
46036,208
46037,132
46038,212
46039,216
46040,200
46041,221
46042,210
46043,195
46044,139
46045,204
46046,225
46047,288
46048,195
46049,242
46050,211
46051,240
46052,247
46053,215
46054,221
46055,224
46056,343
46057,122
46058,215
46059,205
46060,221
46061,217
46062,210
46063,225
46064,173
46065,214
46066,205
46067,141
46068,235
46069,197
46070,205
46071,202
46072,221
46073,94
46074,167
46075,200
46076,115
46077,212
46078,193
46079,205
46080,213
46081,272
46082,205
46083,216
46084,236
46085,218
46086,210
46087,195
46088,112
46089,184
46090,212
46091,214
46092,212
46093,168
46094,214
46095,91
46096,221
46097,218
46098,212
46099,135
46100,117
46101,205
46102,230
46103,205
46104,221
46105,205
46106,205
46107,152
46108,197
46109,221
46110,205
46111,285
46112,208
46113,233
46114,195
46115,205
46116,190
46117,198
46118,221
46119,221
46120,199
46121,221
46122,235
46123,227
46124,220
46125,200
46126,193
46127,213
46128,142
46129,106
46130,236
46131,205
46132,205
46133,212
46134,222
46135,93
46136,205
46137,212
46138,213
46139,197
46140,195
46141,209
46142,212
46143,103
46144,118
46145,193
46146,215
46147,205
46148,214
46149,204
46150,115
46151,212
46152,195
46153,199
46154,220
46155,197
46156,198
46157,198
46158,197
46159,200
46160,140
46161,221
46162,163
46163,212
46164,107
46165,216
46166,221
46167,217
46168,321
46169,215
46170,218
46171,235
46172,199
46173,221
46174,205
46175,193
46176,211
46177,205
46178,208
46179,108
46180,213
46181,213
46182,218
46183,227
46184,200
46185,145
46186,108
46187,225
46188,221
46189,215
46190,225
46191,281
46192,208
46193,191
46194,227
46195,210
46196,205
46197,281
46198,210
46199,218
46200,190
46201,210
46202,220
46203,212
46204,184
46205,223
46206,210
46207,242
46208,200
46209,189
46210,215
46211,409
46212,209
46213,199
46214,205
46215,215
46216,212
46217,211
46218,197
46219,205
46220,213
46221,235
46222,285
46223,264
46224,199
46225,216
46226,198
46227,205
46228,98
46229,227
46230,197
46231,150
46232,217
46233,192
46234,200
46235,213
46236,223
46237,216
46238,236
46239,205
46240,197
46241,221
46242,133
46243,227
46244,205
46245,218
46246,212
46247,198
46248,223
46249,205
46250,244
46251,204
46252,200
46253,222
46254,200
46255,193
46256,198
46257,205
46258,201
46259,205
46260,205
46261,202
46262,128
46263,218
46264,115
46265,205
46266,101
46267,200
46268,205
46269,201
46270,234
46271,225
46272,221
46273,200
46274,227
46275,195
46276,228
46277,218
46278,184
46279,195
46280,193
46281,193
46282,222
46283,228
46284,221
46285,131
46286,289
46287,242
46288,216
46289,212
46290,176
46291,213
46292,202
46293,224
46294,200
46295,218
46296,225
46297,205
46298,184
46299,205
46300,241
46301,190
46302,223
46303,193
46304,205
46305,202
46306,212
46307,285
46308,216
46309,213
46310,221
46311,213
46312,286
46313,208
46314,210
46315,208
46316,208
46317,111
46318,205
46319,276
46320,235
46321,228
46322,205
46323,93
46324,205
46325,224
46326,195
46327,218
46328,131
46329,210
46330,205
46331,208
46332,286
46333,215
46334,202
46335,223
46336,236
46337,235
46338,211
46339,139
46340,233
46341,240
46342,200
46343,128
46344,216
46345,100
46346,162
46347,197
46348,202
46349,190
46350,212
46351,141
46352,197
46353,198
46354,224
46355,176
46356,198
46357,190
46358,204
46359,235
46360,138
46361,210
46362,231
46363,221
46364,281
46365,182
46366,135
46367,197
46368,215
46369,212
46370,205
46371,235
46372,200
46373,98
46374,195
46375,124
46376,205
46377,189
46378,213
46379,117
46380,216
46381,123
46382,242
46383,227
46384,205
46385,191
46386,210
46387,225
46388,200
46389,210
46390,150
46391,132
46392,203
46393,213
46394,241
46395,200
46396,233
46397,200
46398,205
46399,290
46400,195
46401,210
46402,233
46403,199
46404,214
46405,202
46406,212
46407,205
46408,205
46409,195
46410,218
46411,199
46412,217
46413,159
46414,234
46415,210
46416,190
46417,228
46418,222
46419,215
46420,216
46421,231
46422,286
46423,212
46424,212
46425,233
46426,213
46427,221
46428,195
46429,240
46430,200
46431,218
46432,213
46433,205
46434,197
46435,200
46436,235
46437,206
46438,212
46439,205
46440,134
46441,223
46442,240
46443,222
46444,200
46445,216
46446,240
46447,205
46448,352
46449,215
46450,134
46451,211
46452,221
46453,200
46454,195
46455,195
46456,208
46457,212
46458,205
46459,224
46460,168
46461,200
46462,281
46463,233
46464,213
46465,224
46466,200
46467,236
46468,241
46469,200
46470,210
46471,215
46472,195
46473,193
46474,218
46475,200
46476,221
46477,223
46478,200
46479,205
46480,200
46481,213
46482,203
46483,205
46484,221
46485,231
46486,205
46487,202
46488,216
46489,210
46490,206
46491,200
46492,227
46493,233
46494,222
46495,221
46496,200
46497,285
46498,223
46499,189
46500,215
46501,207
46502,199
46503,215
46504,216
46505,212
46506,200
46507,205
46508,212
46509,210
46510,205
46511,211
46512,205
46513,227
46514,212
46515,210
46516,140
46517,216
46518,208
46519,221
46520,136
46521,228
46522,233
46523,224
46524,193
46525,189
46526,222
46527,103
46528,200
46529,210
46530,205
46531,202
46532,200
46533,195
46534,192
46535,195
46536,205
46537,286
46538,201
46539,212
46540,120
46541,214
46542,223
46543,208
46544,225
46545,195
46546,221
46547,221
46548,274
46549,198
46550,236
46551,233
46552,149
46553,212
46554,197
46555,223
46556,114
46557,235
46558,244
46559,221
46560,233
46561,209
46562,208
46563,213
46564,212
46565,213
46566,159
46567,234
46568,212
46569,200
46570,286
46571,118
46572,200
46573,195
46574,205
46575,172
46576,215
46577,184
46578,221
46579,205
46580,197
46581,205
46582,205
46583,116
46584,240
46585,224
46586,205
46587,216
46588,220
46589,195
46590,195
46591,221
46592,185
46593,227
46594,193
46595,205
46596,215
46597,247
46598,198
46599,210
46600,193
46601,205
46602,205
46603,200
46604,216
46605,225
46606,231
46607,218
46608,231
46609,223
46610,213
46611,197
46612,205
46613,205
46614,195
46615,215
46616,218
46617,212
46618,195
46619,353
46620,213
46621,216
46622,205
46623,185
46624,235
46625,197
46626,223
46627,190
46628,221
46629,221
46630,203
46631,184
46632,221
46633,193
46634,198
46635,205
46636,220
46637,213
46638,202
46639,212
46640,227
46641,195
46642,242
46643,205
46644,202
46645,205
46646,193
46647,298
46648,228
46649,198
46650,205
46651,162
46652,200
46653,224
46654,223
46655,235
46656,215
46657,274
46658,211
46659,200
46660,127
46661,199
46662,190
46663,214
46664,239
46665,125
46666,205
46667,139
46668,178
46669,218
46670,133
46671,213
46672,189
46673,202
46674,233
46675,227
46676,213
46677,217
46678,208
46679,141
46680,217
46681,226
46682,115
46683,285
46684,210
46685,281
46686,231
46687,195
46688,212
46689,200
46690,242
46691,234
46692,116
46693,193
46694,135
46695,231
46696,281
46697,285
46698,218
46699,150
46700,205
46701,208
46702,235
46703,218
46704,202
46705,205
46706,208
46707,129
46708,139
46709,155
46710,127
46711,216
46712,274
46713,221
46714,236
46715,221
46716,197
46717,222
46718,234
46719,193
46720,139
46721,213
46722,213
46723,274
46724,205
46725,205
46726,212
46727,233
46728,226
46729,223
46730,118
46731,193
46732,109
46733,389
46734,215
46735,224
46736,215
46737,212
46738,113
46739,202
46740,243
46741,200
46742,217
46743,148
46744,226
46745,205
46746,274
46747,198
46748,212
46749,198
46750,213
46751,241
46752,197
46753,195
46754,212
46755,195
46756,223
46757,160
46758,234
46759,205
46760,211
46761,236
46762,202
46763,205
46764,130
46765,210
46766,213
46767,212
46768,197
46769,211
46770,205
46771,221
46772,209
46773,220
46774,242
46775,222
46776,189
46777,212
46778,112
46779,223
46780,140
46781,190
46782,197
46783,205
46784,211
46785,105
46786,212
46787,113
46788,197
46789,200
46790,228
46791,205
46792,199
46793,212
46794,203
46795,133
46796,218
46797,195
46798,198
46799,224
46800,190
46801,195
46802,158
46803,202
46804,218
46805,227
46806,202
46807,191
46808,221
46809,213
46810,223
46811,132
46812,212
46813,133
46814,195
46815,205
46816,205
46817,198
46818,224
46819,298
46820,220
46821,190
46822,213
46823,193
46824,193
46825,285
46826,195
46827,211
46828,272
46829,205
46830,204
46831,218
46832,210
46833,217
46834,212
46835,205
46836,218
46837,224
46838,205
46839,221
46840,225
46841,211
46842,212
46843,221
46844,149
46845,200
46846,153
46847,205
46848,215
46849,248
46850,199
46851,193
